timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1674030070353,521,auth-register-invalid,400,Bad Request,Thread Group 1-43,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,521,0,336
1674030070230,675,auth-register-invalid,400,Bad Request,Thread Group 1-31,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,675,0,540
1674030070173,676,auth-register-invalid,400,Bad Request,Thread Group 1-23,text,true,,310,540,98,98,https://altashop-api.fly.dev/api/auth/register,676,0,628
1674030070554,316,auth-register-invalid,400,Bad Request,Thread Group 1-65,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,316,0,121
1674030070361,489,auth-register-invalid,400,Bad Request,Thread Group 1-46,text,true,,310,540,98,98,https://altashop-api.fly.dev/api/auth/register,489,0,439
1674030070106,811,auth-register-invalid,400,Bad Request,Thread Group 1-11,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,810,0,685
1674030070107,744,auth-register-invalid,400,Bad Request,Thread Group 1-2,text,true,,310,540,98,98,https://altashop-api.fly.dev/api/auth/register,744,0,692
1674030070397,475,auth-register-invalid,400,Bad Request,Thread Group 1-49,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,475,0,286
1674030070146,705,auth-register-invalid,400,Bad Request,Thread Group 1-17,text,true,,310,540,98,98,https://altashop-api.fly.dev/api/auth/register,705,0,664
1674030070153,698,auth-register-invalid,400,Bad Request,Thread Group 1-18,text,true,,310,540,98,98,https://altashop-api.fly.dev/api/auth/register,698,0,654
1674030070531,365,auth-register-invalid,400,Bad Request,Thread Group 1-61,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,365,0,248
1674030070551,301,auth-register-invalid,400,Bad Request,Thread Group 1-64,text,true,,310,540,98,98,https://altashop-api.fly.dev/api/auth/register,301,0,250
1674030070245,627,auth-register-invalid,400,Bad Request,Thread Group 1-33,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,627,0,438
1674030070117,736,auth-register-invalid,400,Bad Request,Thread Group 1-14,text,true,,310,540,98,98,https://altashop-api.fly.dev/api/auth/register,736,0,696
1674030070105,792,auth-register-invalid,400,Bad Request,Thread Group 1-3,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,792,0,654
1674030070437,461,auth-register-invalid,400,Bad Request,Thread Group 1-53,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,460,0,337
1674030070106,748,auth-register-invalid,400,Bad Request,Thread Group 1-6,text,true,,310,540,98,98,https://altashop-api.fly.dev/api/auth/register,748,0,702
1674030070123,750,auth-register-invalid,400,Bad Request,Thread Group 1-16,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,750,0,568
1674030070275,578,auth-register-invalid,400,Bad Request,Thread Group 1-35,text,true,,310,540,98,98,https://altashop-api.fly.dev/api/auth/register,578,0,540
1674030070265,630,auth-register-invalid,400,Bad Request,Thread Group 1-34,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,630,0,486
1674030070105,750,auth-register-invalid,400,Bad Request,Thread Group 1-15,text,true,,310,540,98,98,https://altashop-api.fly.dev/api/auth/register,750,0,713
1674030070426,447,auth-register-invalid,400,Bad Request,Thread Group 1-52,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,447,0,261
1674030070159,695,auth-register-invalid,400,Bad Request,Thread Group 1-22,text,true,,310,540,98,98,https://altashop-api.fly.dev/api/auth/register,695,0,660
1674030070472,423,auth-register-invalid,400,Bad Request,Thread Group 1-56,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,422,0,391
1674030070334,561,auth-register-invalid,400,Bad Request,Thread Group 1-41,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,542,0,400
1674030070529,328,auth-register-invalid,400,Bad Request,Thread Group 1-60,text,true,,310,540,98,98,https://altashop-api.fly.dev/api/auth/register,328,0,291
1674030070239,653,auth-register-invalid,400,Bad Request,Thread Group 1-32,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,653,0,514
1674030070325,523,auth-register-invalid,400,Bad Request,Thread Group 1-40,text,true,,310,540,98,98,https://altashop-api.fly.dev/api/auth/register,523,0,470
1674030070230,643,auth-register-invalid,400,Bad Request,Thread Group 1-30,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,643,0,461
1674030070297,538,auth-register-invalid,400,Bad Request,Thread Group 1-37,text,true,,310,540,98,98,https://altashop-api.fly.dev/api/auth/register,538,0,496
1674030070195,697,auth-register-invalid,400,Bad Request,Thread Group 1-27,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,696,0,563
1674030070544,285,auth-register-invalid,400,Bad Request,Thread Group 1-66,text,true,,310,540,98,98,https://altashop-api.fly.dev/api/auth/register,284,0,243
1674030070149,743,auth-register-invalid,400,Bad Request,Thread Group 1-19,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,743,0,611
1674030070287,542,auth-register-invalid,400,Bad Request,Thread Group 1-36,text,true,,310,540,98,98,https://altashop-api.fly.dev/api/auth/register,541,0,348
1674030070387,505,auth-register-invalid,400,Bad Request,Thread Group 1-48,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,504,0,380
1674030070107,758,auth-register-invalid,400,Bad Request,Thread Group 1-8,text,true,,310,540,99,99,https://altashop-api.fly.dev/api/auth/register,758,0,673
1674030070215,658,auth-register-invalid,400,Bad Request,Thread Group 1-28,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,658,0,464
1674030070157,672,auth-register-invalid,400,Bad Request,Thread Group 1-20,text,true,,310,540,98,98,https://altashop-api.fly.dev/api/auth/register,671,0,629
1674030070535,356,auth-register-invalid,400,Bad Request,Thread Group 1-62,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,341,0,210
1674030070453,376,auth-register-invalid,400,Bad Request,Thread Group 1-55,text,true,,310,540,98,98,https://altashop-api.fly.dev/api/auth/register,375,0,343
1674030070551,338,auth-register-invalid,400,Bad Request,Thread Group 1-63,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,338,0,283
1674030070617,271,auth-register-invalid,400,Bad Request,Thread Group 1-68,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,271,0,241
1674030070192,678,auth-register-invalid,400,Bad Request,Thread Group 1-25,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,678,0,474
1674030070107,760,auth-register-invalid,400,Bad Request,Thread Group 1-1,text,true,,310,540,99,99,https://altashop-api.fly.dev/api/auth/register,760,0,528
1674030070105,769,auth-register-invalid,400,Bad Request,Thread Group 1-9,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,769,0,590
1674030070307,562,auth-register-invalid,400,Bad Request,Thread Group 1-38,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,562,0,343
1674030070107,770,auth-register-invalid,400,Bad Request,Thread Group 1-13,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,770,0,657
1674030070107,736,auth-register-invalid,400,Bad Request,Thread Group 1-7,text,true,,310,540,98,98,https://altashop-api.fly.dev/api/auth/register,736,0,681
1674030070445,430,auth-register-invalid,400,Bad Request,Thread Group 1-54,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,430,0,289
1674030070408,458,auth-register-invalid,400,Bad Request,Thread Group 1-50,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,458,0,244
1674030070343,506,auth-register-invalid,400,Bad Request,Thread Group 1-42,text,true,,310,540,98,98,https://altashop-api.fly.dev/api/auth/register,505,0,447
1674030070417,455,auth-register-invalid,400,Bad Request,Thread Group 1-51,text,true,,310,540,100,100,https://altashop-api.fly.dev/api/auth/register,455,0,252
1674030070533,301,auth-register-invalid,400,Bad Request,Thread Group 1-59,text,true,,310,540,98,98,https://altashop-api.fly.dev/api/auth/register,301,0,243
